scenario_id,facet,level,answer_set,count,share
15,исполнительность,Средняя,"Вам бы не пришлось просить, если бы вы сами что для этого сделали",1,0.053
15,исполнительность,Средняя,Ничего не выйдет; Спасибо за ценную возможность! Я вас не подведу,1,0.053
15,исполнительность,Высокая,Спасибо за ценную возможность! Я вас не подведу,18,0.947
15,исполнительность,Высокая,"Ничего не выйдет; Вам бы не пришлось просить, если бы вы сами что то для этого сделали; Спасибо за ценную возможность! Я вас не подведу",1,0.053
16,стремление к достижениям,Низкая,"Вы хотите, чтобы я опозорился там?; Вы ошибаетесь в выборе кандидата для такого мероприятия",7,0.368
16,стремление к достижениям,Низкая,"На меня будут смотреть люди; Вы хотите, чтобы я опозорился там?; Вы ошибаетесь в выборе кандидата для такого мероприятия",7,0.368
16,стремление к достижениям,Низкая,Прекрасная идея!,2,0.105
16,стремление к достижениям,Низкая,Вы ошибаетесь в выборе кандидата для такого мероприятия,1,0.053
16,стремление к достижениям,Низкая,"Вы хотите, чтобы я опозорился там?",1,0.053
16,стремление к достижениям,Низкая,"На меня будут смотреть люди; Вы хотите, чтобы я опозорился там?",1,0.053
16,стремление к достижениям,Средняя,На меня будут смотреть люди,8,0.421
16,стремление к достижениям,Средняя,Прекрасная идея!,4,0.211
16,стремление к достижениям,Средняя,Вы ошибаетесь в выборе кандидата для такого мероприятия,2,0.105
16,стремление к достижениям,Средняя,Я восхищен вашим предложением!,2,0.105
16,стремление к достижениям,Средняя,"Вы хотите, чтобы я опозорился там?; Вы ошибаетесь в выборе кандидата для такого мероприятия",1,0.053
16,стремление к достижениям,Средняя,"На меня будут смотреть люди; Вы хотите, чтобы я опозорился там?; Вы ошибаетесь в выборе кандидата для такого мероприятия",1,0.053
16,стремление к достижениям,Средняя,На меня будут смотреть люди; Я восхищен вашим предложением!; Вы ошибаетесь в выборе кандидата для такого мероприятия,1,0.053
16,стремление к достижениям,Высокая,Прекрасная идея!; Я восхищен вашим предложением!,14,0.737
16,стремление к достижениям,Высокая,Я восхищен вашим предложением!,3,0.158
16,стремление к достижениям,Высокая,"На меня будут смотреть люди; Вы хотите, чтобы я опозорился там?; Прекрасная идея!; Я восхищен вашим предложением!",1,0.053
16,стремление к достижениям,Высокая,Прекрасная идея!,1,0.053
17,самодисциплина,Низкая,У меня не получится,13,0.684
17,самодисциплина,Низкая,У меня не получится; Другие задачи не дадут мне заняться вашей,4,0.211
17,самодисциплина,Низкая,Конечно! Сделаю все сегодня!,1,0.053
17,самодисциплина,Низкая,У меня не получится; Конечно! Сделаю все сегодня!,1,0.053
17,самодисциплина,Средняя,Другие задачи не дадут мне заняться вашей,15,0.789
17,самодисциплина,Средняя,Другие задачи не дадут мне заняться вашей; Конечно! Сделаю все сегодня!,2,0.105
17,самодисциплина,Средняя,Конечно! Сделаю все сегодня!,2,0.105
17,самодисциплина,Высокая,Конечно! Сделаю все сегодня!,17,0.895
17,самодисциплина,Высокая,Другие задачи не дадут мне заняться вашей; Конечно! Сделаю все сегодня!,1,0.053
17,самодисциплина,Высокая,У меня не получится; Другие задачи не дадут мне заняться вашей; Конечно! Сделаю все сегодня!,1,0.053
18,осторожности,Низкая,"Что ж, меньше народу больше кислороду; Теперь она стала плохо пахнуть",10,0.526
18,осторожности,Низкая,Она умерла,3,0.158
18,осторожности,Низкая,"Она умерла; Что ж, меньше народу больше кислороду; Теперь она стала плохо пахнуть",3,0.158
18,осторожности,Низкая,"Что ж, меньше народу больше кислороду",2,0.105
18,осторожности,Низкая,"Она умерла; Что ж, меньше народу больше кислороду",1,0.053
18,осторожности,Средняя,Она умерла,10,0.526
18,осторожности,Средняя,"Мне очень жаль, я понимаю твое горе, держись",3,0.158
18,осторожности,Средняя,"Она умерла; Мне очень жаль, я понимаю твое горе, держись",3,0.158
18,осторожности,Средняя,Теперь она стала плохо пахнуть,1,0.053
18,осторожности,Средняя,"Что ж, меньше народу больше кислороду",1,0.053
18,осторожности,Средняя,"Что ж, меньше народу больше кислороду; Теперь она стала плохо пахнуть",1,0.053
18,осторожности,Высокая,"Мне очень жаль, я понимаю твое горе, держись",16,0.842
18,осторожности,Высокая,Она умерла,1,0.053
18,осторожности,Высокая,"Она умерла; Мне очень жаль, я понимаю твое горе, держись",1,0.053
18,осторожности,Высокая,"Она умерла; Мне очень жаль, я понимаю твое горе, держись; Теперь она стала плохо пахнуть",1,0.053
19,тревожности,Низкая,Я проведу время в хорошей компании,9,0.474
19,тревожности,Низкая,Я проведу время в хорошей компании; Я проведу время в необычной компании,4,0.211
19,тревожности,Низкая,О это будет ужасно!; Я не буду там никому нужен,2,0.105
19,тревожности,Низкая,Мне страшно,1,0.053
19,тревожности,Низкая,О это будет ужасно!,1,0.053
19,тревожности,Низкая,О это будет ужасно!; Я не буду там никому нужен; Мне страшно,1,0.053
19,тревожности,Низкая,Я проведу время в необычной компании; О это будет ужасно!; Я не буду там никому нужен; Мне страшно,1,0.053
19,тревожности,Средняя,Я проведу время в необычной компании,8,0.421
19,тревожности,Средняя,Я проведу время в необычной компании; Мне страшно,3,0.158
19,тревожности,Средняя,Мне страшно,2,0.105
19,тревожности,Средняя,Я проведу время в необычной компании; Я не буду там никому нужен,1,0.053
19,тревожности,Средняя,Я проведу время в хорошей компании,1,0.053
19,тревожности,Средняя,Я проведу время в хорошей компании; Мне страшно,1,0.053
19,тревожности,Средняя,Я проведу время в хорошей компании; О это будет ужасно!,1,0.053
19,тревожности,Средняя,Я проведу время в хорошей компании; Я проведу время в необычной компании; О это будет ужасно!; Я не буду там никому нужен; Мне страшно,1,0.053
19,тревожности,Средняя,Я проведу время в хорошей компании; Я проведу время в необычной компании; Я не буду там никому нужен,1,0.053
19,тревожности,Высокая,О это будет ужасно!; Я не буду там никому нужен; Мне страшно,7,0.368
19,тревожности,Высокая,О это будет ужасно!; Я не буду там никому нужен,3,0.158
19,тревожности,Высокая,Я проведу время в хорошей компании,3,0.158
19,тревожности,Высокая,О это будет ужасно!; Мне страшно,2,0.105
19,тревожности,Высокая,Я проведу время в необычной компании,2,0.105
19,тревожности,Высокая,Я проведу время в необычной компании; Я не буду там никому нужен,1,0.053
19,тревожности,Высокая,Я проведу время в хорошей компании; Я проведу время в необычной компании,1,0.053
20,гневность,Низкая,"Спасибо, что сообщил",13,0.684
20,гневность,Низкая,Ты только и делаешь что приносишь плохие новости!; Ты принес мне фигню,3,0.158
20,гневность,Низкая,"Спасибо, что сообщил; Ты только и делаешь что приносишь плохие новости!; Ты принес мне фигню; Если это шутка, то она невероятно глупая и неуместная!",1,0.053
20,гневность,Низкая,Ты только и делаешь что приносишь плохие новости!,1,0.053
20,гневность,Низкая,"Ты только и делаешь что приносишь плохие новости!; Ты принес мне фигню; Если это шутка, то она невероятно глупая и неуместная!",1,0.053
20,гневность,Средняя,"Если это шутка, то она невероятно глупая и неуместная!",6,0.316
20,гневность,Средняя,Ты принес мне фигню,4,0.211
20,гневность,Средняя,"Спасибо, что сообщил",3,0.158
20,гневность,Средняя,"Ты принес мне фигню; Если это шутка, то она невероятно глупая и неуместная!",2,0.105
20,гневность,Средняя,"Спасибо, что сообщил; Если это шутка, то она невероятно глупая и неуместная!",1,0.053
20,гневность,Средняя,"Спасибо, что сообщил; Ты принес мне фигню",1,0.053
20,гневность,Средняя,"Спасибо, что сообщил; Ты принес мне фигню; Если это шутка, то она невероятно глупая и неуместная!",1,0.053
20,гневность,Средняя,"Ты только и делаешь что приносишь плохие новости!; Если это шутка, то она невероятно глупая и неуместная!",1,0.053
20,гневность,Высокая,"Спасибо, что сообщил",6,0.316
20,гневность,Высокая,"Ты только и делаешь что приносишь плохие новости!; Если это шутка, то она невероятно глупая и неуместная!",4,0.211
20,гневность,Высокая,Ты только и делаешь что приносишь плохие новости!; Ты принес мне фигню,3,0.158
20,гневность,Высокая,"Ты только и делаешь что приносишь плохие новости!; Ты принес мне фигню; Если это шутка, то она невероятно глупая и неуместная!",3,0.158
20,гневность,Высокая,"Если это шутка, то она невероятно глупая и неуместная!",1,0.053
20,гневность,Высокая,"Спасибо, что сообщил; Ты только и делаешь что приносишь плохие новости!; Ты принес мне фигню",1,0.053
20,гневность,Высокая,Ты принес мне фигню,1,0.053
21,подавленность,Низкая,"Сейчас бы пойти погулять под дождём, внести нотку новизны!; Здорово, что тебе удалось увидеть его",9,0.474
21,подавленность,Низкая,"Всё утекает, как дождевая вода.",4,0.211
21,подавленность,Низкая,"Как неприятно, на улице стало неуютно.",3,0.158
21,подавленность,Низкая,"Всё утекает, как дождевая вода.; Как неприятно, на улице стало неуютно.",1,0.053
21,подавленность,Низкая,"Как неприятно, на улице стало неуютно.; Здорово, что тебе удалось увидеть его",1,0.053
21,подавленность,Низкая,"Сейчас бы пойти погулять под дождём, внести нотку новизны!",1,0.053
21,подавленность,Средняя,"Всё утекает, как дождевая вода.; Мне жаль, что ты застал его",4,0.211
21,подавленность,Средняя,"Мне жаль, что ты застал его",4,0.211
21,подавленность,Средняя,"Как неприятно, на улице стало неуютно.; Мне жаль, что ты застал его",3,0.158
21,подавленность,Средняя,"Всё утекает, как дождевая вода.; Как неприятно, на улице стало неуютно.; Мне жаль, что ты застал его",1,0.053
21,подавленность,Средняя,"Всё утекает, как дождевая вода.; Как неприятно, на улице стало неуютно.; Мне жаль, что ты застал его; Здорово, что тебе удалось увидеть его",1,0.053
21,подавленность,Средняя,"Всё утекает, как дождевая вода.; Мне жаль, что ты застал его; Здорово, что тебе удалось увидеть его",1,0.053
21,подавленность,Средняя,"Как неприятно, на улице стало неуютно.",1,0.053
21,подавленность,Средняя,"Как неприятно, на улице стало неуютно.; Здорово, что тебе удалось увидеть его",1,0.053
21,подавленность,Средняя,"Как неприятно, на улице стало неуютно.; Мне жаль, что ты застал его; Здорово, что тебе удалось увидеть его",1,0.053
21,подавленность,Средняя,"Как неприятно, на улице стало неуютно.; Сейчас бы пойти погулять под дождём, внести нотку новизны!; Мне жаль, что ты застал его",1,0.053
21,подавленность,Средняя,"Сейчас бы пойти погулять под дождём, внести нотку новизны!",1,0.053
21,подавленность,Высокая,"Всё утекает, как дождевая вода.; Как неприятно, на улице стало неуютно.",4,0.211
21,подавленность,Высокая,"Сейчас бы пойти погулять под дождём, внести нотку новизны!",4,0.211
21,подавленность,Высокая,"Всё утекает, как дождевая вода.",3,0.158
21,подавленность,Высокая,"Сейчас бы пойти погулять под дождём, внести нотку новизны!; Здорово, что тебе удалось увидеть его",2,0.105
21,подавленность,Высокая,"Всё утекает, как дождевая вода.; Как неприятно, на улице стало неуютно.; Мне жаль, что ты застал его",1,0.053
21,подавленность,Высокая,"Всё утекает, как дождевая вода.; Как неприятно, на улице стало неуютно.; Сейчас бы пойти погулять под дождём, внести нотку новизны!; Мне жаль, что ты застал его",1,0.053
21,подавленность,Высокая,"Здорово, что тебе удалось увидеть его",1,0.053
21,подавленность,Высокая,"Как неприятно, на улице стало неуютно.",1,0.053
21,подавленность,Высокая,"Как неприятно, на улице стало неуютно.; Мне жаль, что ты застал его",1,0.053
21,подавленность,Высокая,"Как неприятно, на улице стало неуютно.; Сейчас бы пойти погулять под дождём, внести нотку новизны!",1,0.053
22,чувствительность к оценке,Низкая,Прекрасная идея!; Я восхищен вашим предложением!,11,0.579
22,чувствительность к оценке,Низкая,"Вы хотите, чтобы я опозорился там?",2,0.105
22,чувствительность к оценке,Низкая,На меня будут смотреть люди,1,0.053
22,чувствительность к оценке,Низкая,"На меня будут смотреть люди; Вы хотите, чтобы я опозорился там?",1,0.053
22,чувствительность к оценке,Низкая,"На меня будут смотреть люди; Вы хотите, чтобы я опозорился там?; Я растеряюсь, и не смогу удержать внимание публики",1,0.053
22,чувствительность к оценке,Низкая,"На меня будут смотреть люди; Я растеряюсь, и не смогу удержать внимание публики",1,0.053
22,чувствительность к оценке,Низкая,Прекрасная идея!,1,0.053
22,чувствительность к оценке,Низкая,Я восхищен вашим предложением!,1,0.053
22,чувствительность к оценке,Средняя,На меня будут смотреть люди,5,0.263
22,чувствительность к оценке,Средняя,Вы ошибаетесь в выборе кандидата для такого мероприятия,3,0.158
22,чувствительность к оценке,Средняя,На меня будут смотреть люди; Вы ошибаетесь в выборе кандидата для такого мероприятия,3,0.158
22,чувствительность к оценке,Средняя,"Вы ошибаетесь в выборе кандидата для такого мероприятия; Я растеряюсь, и не смогу удержать внимание публики",2,0.105
22,чувствительность к оценке,Средняя,"На меня будут смотреть люди; Вы ошибаетесь в выборе кандидата для такого мероприятия; Я растеряюсь, и не смогу удержать внимание публики",2,0.105
22,чувствительность к оценке,Средняя,"Вы хотите, чтобы я опозорился там?; Вы ошибаетесь в выборе кандидата для такого мероприятия",1,0.053
22,чувствительность к оценке,Средняя,"Вы хотите, чтобы я опозорился там?; Вы ошибаетесь в выборе кандидата для такого мероприятия; Я растеряюсь, и не смогу удержать внимание публики",1,0.053
22,чувствительность к оценке,Средняя,Прекрасная идея!; Я восхищен вашим предложением!,1,0.053
22,чувствительность к оценке,Средняя,Я восхищен вашим предложением!,1,0.053
22,чувствительность к оценке,Высокая,Прекрасная идея!; Я восхищен вашим предложением!,4,0.211
22,чувствительность к оценке,Высокая,"Вы хотите, чтобы я опозорился там?; Я растеряюсь, и не смогу удержать внимание публики",3,0.158
22,чувствительность к оценке,Высокая,"На меня будут смотреть люди; Вы хотите, чтобы я опозорился там?; Я растеряюсь, и не смогу удержать внимание публики",3,0.158
22,чувствительность к оценке,Высокая,"Вы хотите, чтобы я опозорился там?; Вы ошибаетесь в выборе кандидата для такого мероприятия; Я растеряюсь, и не смогу удержать внимание публики",2,0.105
22,чувствительность к оценке,Высокая,"На меня будут смотреть люди; Вы хотите, чтобы я опозорился там?; Прекрасная идея!; Я восхищен вашим предложением!",2,0.105
22,чувствительность к оценке,Высокая,"Вы хотите, чтобы я опозорился там?; Вы ошибаетесь в выборе кандидата для такого мероприятия",1,0.053
22,чувствительность к оценке,Высокая,"На меня будут смотреть люди; Вы хотите, чтобы я опозорился там?",1,0.053
22,чувствительность к оценке,Высокая,"На меня будут смотреть люди; Вы хотите, чтобы я опозорился там?; Вы ошибаетесь в выборе кандидата для такого мероприятия; Я растеряюсь, и не смогу удержать внимание публики",1,0.053
22,чувствительность к оценке,Высокая,Прекрасная идея!,1,0.053
22,чувствительность к оценке,Высокая,Я восхищен вашим предложением!,1,0.053
23,неумеренность,Низкая,Хороший торт!,12,0.632
23,неумеренность,Низкая,Маловат торт для сюрприза,6,0.316
23,неумеренность,Низкая,Нужно было делать торт побольше!; Маловат торт для сюрприза,1,0.053
23,неумеренность,Средняя,Маловат торт для сюрприза,10,0.526
23,неумеренность,Средняя,Нужно было делать торт побольше!,4,0.211
23,неумеренность,Средняя,Хороший торт!,3,0.158
23,неумеренность,Средняя,Хороший торт!; Нужно было делать торт побольше!,2,0.105
23,неумеренность,Высокая,Нужно было делать торт побольше!,10,0.526
23,неумеренность,Высокая,Хороший торт!,5,0.263
23,неумеренность,Высокая,Нужно было делать торт побольше!; Маловат торт для сюрприза,3,0.158
23,неумеренность,Высокая,Хороший торт!; Маловат торт для сюрприза,1,0.053
24,уязвимость,Низкая,"Спасибо, что помог мне осознать это",6,0.316
24,уязвимость,Низкая,Мне хотя бы никто не сует палки в колеса,3,0.158
24,уязвимость,Низкая,"Мне хотя бы никто не сует палки в колеса; Спасибо, что помог мне осознать это",3,0.158
24,уязвимость,Низкая,У меня ничего не получается!; Мне не дадут даже возможности защититься!,3,0.158
24,уязвимость,Низкая,У меня ничего не получается!; Это не в моей власти!,2,0.105
24,уязвимость,Низкая,У меня ничего не получается!,1,0.053
24,уязвимость,Низкая,У меня ничего не получается!; Это не в моей власти!; Мне хотя бы никто не сует палки в колеса; Мне не дадут даже возможности защититься!,1,0.053
24,уязвимость,Средняя,Мне хотя бы никто не сует палки в колеса,4,0.211
24,уязвимость,Средняя,"Спасибо, что помог мне осознать это",3,0.158
24,уязвимость,Средняя,Это не в моей власти!,3,0.158
24,уязвимость,Средняя,Мне хотя бы никто не сует палки в колеса; Мне не дадут даже возможности защититься!,2,0.105
24,уязвимость,Средняя,Это не в моей власти!; Мне хотя бы никто не сует палки в колеса,2,0.105
24,уязвимость,Средняя,Мне не дадут даже возможности защититься!,1,0.053
24,уязвимость,Средняя,"Мне не дадут даже возможности защититься!; Спасибо, что помог мне осознать это",1,0.053
24,уязвимость,Средняя,"Мне хотя бы никто не сует палки в колеса; Спасибо, что помог мне осознать это",1,0.053
24,уязвимость,Средняя,"У меня ничего не получается!; Это не в моей власти!; Мне хотя бы никто не сует палки в колеса; Мне не дадут даже возможности защититься!; Спасибо, что помог мне осознать это",1,0.053
24,уязвимость,Средняя,"Это не в моей власти!; Спасибо, что помог мне осознать это",1,0.053
24,уязвимость,Высокая,У меня ничего не получается!; Это не в моей власти!; Мне не дадут даже возможности защититься!,6,0.316
24,уязвимость,Высокая,"Спасибо, что помог мне осознать это",5,0.263
24,уязвимость,Высокая,У меня ничего не получается!; Мне не дадут даже возможности защититься!,3,0.158
24,уязвимость,Высокая,Мне хотя бы никто не сует палки в колеса,1,0.053
24,уязвимость,Высокая,"Мне хотя бы никто не сует палки в колеса; Спасибо, что помог мне осознать это",1,0.053
24,уязвимость,Высокая,У меня ничего не получается!; Мне хотя бы никто не сует палки в колеса; Мне не дадут даже возможности защититься!,1,0.053
24,уязвимость,Высокая,У меня ничего не получается!; Это не в моей власти!,1,0.053
24,уязвимость,Высокая,"У меня ничего не получается!; Это не в моей власти!; Мне хотя бы никто не сует палки в колеса; Спасибо, что помог мне осознать это",1,0.053
25,воображение,Низкая,"Рад за то, что ты остаешься объективным!",15,0.789
25,воображение,Низкая,В некоторых ситуациях фантазия выигрывает у фактов,4,0.211
25,воображение,Средняя,В некоторых ситуациях фантазия выигрывает у фактов,8,0.421
25,воображение,Средняя,"Рад за то, что ты остаешься объективным!",7,0.368
25,воображение,Средняя,"Рад за то, что ты остаешься объективным!; В некоторых ситуациях фантазия выигрывает у фактов",4,0.211
25,воображение,Высокая,В некоторых ситуациях фантазия выигрывает у фактов,13,0.684
25,воображение,Высокая,"Рад за то, что ты остаешься объективным!",5,0.263
25,воображение,Высокая,"Рад за то, что ты остаешься объективным!; В некоторых ситуациях фантазия выигрывает у фактов",1,0.053
26,художенственные интересы,Низкая,Ты хочешь купить какую то ерунду!,15,0.789
26,художенственные интересы,Низкая,Я очень рад твоему приобритению!,3,0.158
26,художенственные интересы,Низкая,Ты хочешь купить какую то ерунду!; Ты хочешь купить ценную вещь,1,0.053
26,художенственные интересы,Средняя,Ты хочешь купить ценную вещь,8,0.421
26,художенственные интересы,Средняя,Я очень рад твоему приобритению!,6,0.316
26,художенственные интересы,Средняя,Ты хочешь купить ценную вещь; Я очень рад твоему приобритению!,2,0.105
26,художенственные интересы,Средняя,Я восхищен твоим выбором! Она прекрасна!,1,0.053
26,художенственные интересы,Средняя,Я восхищен твоим выбором! Она прекрасна!; Ты хочешь купить какую то ерунду!; Ты хочешь купить ценную вещь,1,0.053
26,художенственные интересы,Средняя,Я восхищен твоим выбором! Она прекрасна!; Ты хочешь купить ценную вещь; Я очень рад твоему приобритению!,1,0.053
26,художенственные интересы,Высокая,Я восхищен твоим выбором! Она прекрасна!; Я очень рад твоему приобритению!,9,0.474
26,художенственные интересы,Высокая,Я восхищен твоим выбором! Она прекрасна!; Ты хочешь купить ценную вещь,4,0.211
26,художенственные интересы,Высокая,Я восхищен твоим выбором! Она прекрасна!,3,0.158
26,художенственные интересы,Высокая,Я восхищен твоим выбором! Она прекрасна!; Ты хочешь купить какую то ерунду!; Ты хочешь купить ценную вещь; Я очень рад твоему приобритению!,2,0.105
26,художенственные интересы,Высокая,Ты хочешь купить ценную вещь; Я очень рад твоему приобритению!,1,0.053
27,эмоциональность,Низкая,Ты говоришь ерунду какую то,7,0.368
27,эмоциональность,Низкая,Ты говоришь ерунду какую то; Ты обманываешь,6,0.316
27,эмоциональность,Низкая,Ты обманываешь,4,0.211
27,эмоциональность,Низкая,Я восхищен твоей осознанностью твоих чувств!,2,0.105
27,эмоциональность,Средняя,Ты обманываешь,7,0.368
27,эмоциональность,Средняя,Ты говоришь ерунду какую то,5,0.263
27,эмоциональность,Средняя,Я восхищен твоей осознанностью твоих чувств!,4,0.211
27,эмоциональность,Средняя,Я восхищен твоей осознанностью твоих чувств!; Ты обманываешь,2,0.105
27,эмоциональность,Средняя,Ты говоришь ерунду какую то; Ты обманываешь,1,0.053
27,эмоциональность,Высокая,Я восхищен твоей осознанностью твоих чувств!,16,0.842
27,эмоциональность,Высокая,Ты говоришь ерунду какую то,1,0.053
27,эмоциональность,Высокая,Я восхищен твоей осознанностью твоих чувств!; Ты говоришь ерунду какую то,1,0.053
27,эмоциональность,Высокая,Я восхищен твоей осознанностью твоих чувств!; Ты говоришь ерунду какую то; Ты обманываешь,1,0.053
28,авантюризм,Низкая,Ты собираешься сделать какую то ерунду!; Ты замышляешь что то плохое,9,0.474
28,авантюризм,Низкая,Ты собираешься сделать какую то ерунду!,3,0.158
28,авантюризм,Низкая,"Радует то, что ты достигнешь своего дома в любом случае",2,0.105
28,авантюризм,Низкая,Здорово! Ты откроешь для себя новый путь домой!,1,0.053
28,авантюризм,Низкая,Ты замышляешь что то плохое,1,0.053
28,авантюризм,Низкая,"Ты замышляешь что то плохое; Радует то, что ты достигнешь своего дома в любом случае",1,0.053
28,авантюризм,Низкая,"Ты собираешься сделать какую то ерунду!; Радует то, что ты достигнешь своего дома в любом случае",1,0.053
28,авантюризм,Низкая,"Ты собираешься сделать какую то ерунду!; Ты замышляешь что то плохое; Радует то, что ты достигнешь своего дома в любом случае",1,0.053
28,авантюризм,Средняя,"Радует то, что ты достигнешь своего дома в любом случае",8,0.421
28,авантюризм,Средняя,"Потрясяющая идея!; Радует то, что ты достигнешь своего дома в любом случае",2,0.105
28,авантюризм,Средняя,Потрясяющая идея!; Ты замышляешь что то плохое,2,0.105
28,авантюризм,Средняя,Ты замышляешь что то плохое,2,0.105
28,авантюризм,Средняя,"Ты собираешься сделать какую то ерунду!; Радует то, что ты достигнешь своего дома в любом случае",2,0.105
28,авантюризм,Средняя,Здорово! Ты откроешь для себя новый путь домой!,1,0.053
28,авантюризм,Средняя,Потрясяющая идея!; Здорово! Ты откроешь для себя новый путь домой!,1,0.053
28,авантюризм,Средняя,"Потрясяющая идея!; Здорово! Ты откроешь для себя новый путь домой!; Радует то, что ты достигнешь своего дома в любом случае",1,0.053
28,авантюризм,Высокая,Потрясяющая идея!; Здорово! Ты откроешь для себя новый путь домой!,12,0.632
28,авантюризм,Высокая,Здорово! Ты откроешь для себя новый путь домой!,3,0.158
28,авантюризм,Высокая,"Потрясяющая идея!; Здорово! Ты откроешь для себя новый путь домой!; Радует то, что ты достигнешь своего дома в любом случае",2,0.105
28,авантюризм,Высокая,"Здорово! Ты откроешь для себя новый путь домой!; Радует то, что ты достигнешь своего дома в любом случае",1,0.053
28,авантюризм,Высокая,"Потрясяющая идея!; Ты собираешься сделать какую то ерунду!; Ты замышляешь что то плохое; Радует то, что ты достигнешь своего дома в любом случае",1,0.053
29,интеллектуальная любознательность,Низкая,Ты хочешь заняться какой то ерундой,16,0.842
29,интеллектуальная любознательность,Низкая,Я помогу ее тебе решить,3,0.158
29,интеллектуальная любознательность,Средняя,Я помогу ее тебе решить,12,0.632
29,интеллектуальная любознательность,Средняя,Я помогу ее тебе решить; Ты хочешь заняться какой то ерундой,4,0.211
29,интеллектуальная любознательность,Средняя,Ты хочешь заняться какой то ерундой,3,0.158
29,интеллектуальная любознательность,Высокая,Я помогу ее тебе решить,18,0.947
29,интеллектуальная любознательность,Высокая,Я помогу ее тебе решить; Ты хочешь заняться какой то ерундой,1,0.053
30,либерализм,Низкая,Ты хочешь заниматься какой то ерундой!,13,0.684
30,либерализм,Низкая,"Рад за то, что ты нашел свое место!",3,0.158
30,либерализм,Низкая,Вау! Ты собираешься выступить против такого сильного врага!,1,0.053
30,либерализм,Низкая,"Рад за то, что ты нашел свое место!; Ты хочешь заниматься какой то ерундой!",1,0.053
30,либерализм,Низкая,Ты хочешь заниматься какой то ерундой!; Восхищает твое желание работать для важной цели!,1,0.053
30,либерализм,Средняя,"Рад за то, что ты нашел свое место!",6,0.316
30,либерализм,Средняя,Вау! Ты собираешься выступить против такого сильного врага!,4,0.211
30,либерализм,Средняя,Ты хочешь заниматься какой то ерундой!,3,0.158
30,либерализм,Средняя,Восхищает твое желание работать для важной цели!,2,0.105
30,либерализм,Средняя,"Рад за то, что ты нашел свое место!; Вау! Ты собираешься выступить против такого сильного врага!; Восхищает твое желание работать для важной цели!",2,0.105
30,либерализм,Средняя,"Рад за то, что ты нашел свое место!; Восхищает твое желание работать для важной цели!",1,0.053
30,либерализм,Средняя,"Рад за то, что ты нашел свое место!; Ты хочешь заниматься какой то ерундой!",1,0.053
30,либерализм,Высокая,Вау! Ты собираешься выступить против такого сильного врага!; Восхищает твое желание работать для важной цели!,5,0.263
30,либерализм,Высокая,"Рад за то, что ты нашел свое место!; Вау! Ты собираешься выступить против такого сильного врага!; Восхищает твое желание работать для важной цели!",4,0.211
30,либерализм,Высокая,"Рад за то, что ты нашел свое место!; Вау! Ты собираешься выступить против такого сильного врага!",3,0.158
30,либерализм,Высокая,"Рад за то, что ты нашел свое место!; Восхищает твое желание работать для важной цели!",3,0.158
30,либерализм,Высокая,Восхищает твое желание работать для важной цели!,2,0.105
30,либерализм,Высокая,Вау! Ты собираешься выступить против такого сильного врага!,1,0.053
30,либерализм,Высокая,Ты хочешь заниматься какой то ерундой!; Вау! Ты собираешься выступить против такого сильного врага!,1,0.053
